"No","COUNTY","Age","Male","Female","Total"
664,"EMBU",35,4722,4356,9078
665,"EMBU",36,3399,3392,6791
666,"EMBU",37,3695,3316,7011
667,"EMBU",38,3021,3005,6026
668,"EMBU",39,3542,3432,6974
669,"EMBU","35-39",18379,17501,35880
670,"EMBU",40,4126,3791,7917
671,"EMBU",41,3402,3140,6542
672,"EMBU",42,3122,3011,6133
673,"EMBU",43,2964,2926,5890
674,"EMBU",44,2692,2523,5215
675,"EMBU","40-44",16306,15391,31697
676,"EMBU",45,3509,3397,6906
677,"EMBU",46,2760,2754,5514
678,"EMBU",47,2717,2632,5349
679,"EMBU",48,2244,2208,4452
680,"EMBU",49,2458,2430,4888
681,"EMBU","45-49",13688,13421,27109
682,"EMBU",50,2690,2978,5668
683,"EMBU",51,2262,2301,4563
684,"EMBU",52,2170,2280,4450
685,"EMBU",53,1629,1890,3519
686,"EMBU",54,1918,1956,3874
687,"EMBU","50-54",10669,11405,22074
688,"EMBU",55,2219,2188,4407
689,"EMBU",56,2508,2625,5133
690,"EMBU",57,1866,2180,4046
691,"EMBU",58,1407,1591,2998
692,"EMBU",59,1781,1893,3674
693,"EMBU","55-59",9781,10477,20258
694,"EMBU",60,2058,2133,4191
695,"EMBU",61,1527,1624,3151
696,"EMBU",62,1276,1334,2610
697,"EMBU",63,1017,1174,2191
698,"EMBU",64,868,967,1835
699,"EMBU","60-64",6746,7232,13978
700,"EMBU",65,1447,1660,3107
701,"EMBU",66,1124,1076,2200
702,"EMBU",67,1721,1680,3401
703,"EMBU",68,722,806,1528
704,"EMBU",69,1014,1277,2291
705,"EMBU","65-69",6028,6499,12527
706,"EMBU",70,1232,1994,3226
707,"EMBU",71,864,1090,1954
708,"EMBU",72,676,809,1485
709,"EMBU",73,578,720,1298
710,"EMBU",74,518,784,1302
711,"EMBU","70-74",3868,5397,9265
712,"EMBU",75,520,834,1354
713,"EMBU",76,398,468,866
714,"EMBU",77,432,591,1023
715,"EMBU",78,336,364,700
716,"EMBU",79,410,733,1143
717,"EMBU","75-79",2096,2990,5086
718,"EMBU",80,582,1080,1662
719,"EMBU",81,278,541,819
720,"EMBU",82,264,283,547
721,"EMBU",83,294,354,648
722,"EMBU",84,279,448,727
723,"EMBU","80-84",1697,2706,4403
724,"EMBU",85,259,405,664
725,"EMBU",86,179,206,385
726,"EMBU",87,201,287,488
727,"EMBU",88,119,166,285
728,"EMBU",89,224,537,761
729,"EMBU","85-89",982,1601,2583
730,"EMBU",90,145,420,565
731,"EMBU",91,134,330,464
732,"EMBU",92,73,124,197
733,"EMBU",93,41,142,183
734,"EMBU",94,53,131,184
735,"EMBU","90-94",446,1147,1593
736,"EMBU",95,81,180,261
737,"EMBU",96,32,86,118
738,"EMBU",97,61,79,140
739,"EMBU",98,30,66,96
740,"EMBU",99,60,158,218
741,"EMBU","95-99",264,569,833
742,"EMBU","100+",116,328,444
743,"EMBU","Not Stated",4,3,7
745,"GARISSA","Total",349423,281013,630436
746,"GARISSA",0,4103,4097,8200
747,"GARISSA",1,5888,5772,11660
748,"GARISSA",2,10777,10349,21126
749,"GARISSA",3,9392,8910,18302
750,"GARISSA",4,11659,10664,22323
751,"GARISSA","0 - 4",41819,39792,81611
752,"GARISSA",5,10570,9541,20111
753,"GARISSA",6,12302,11014,23316
754,"GARISSA",7,8649,7729,16378
755,"GARISSA",8,13843,12034,25877
756,"GARISSA",9,8836,7831,16667
757,"GARISSA","5-9",54200,48149,102349
758,"GARISSA",10,17765,13979,31744
759,"GARISSA",11,7373,7056,14429
760,"GARISSA",12,14214,8833,23047
761,"GARISSA",13,9567,6422,15989
762,"GARISSA",14,11805,7115,18920
763,"GARISSA","10-14",60724,43405,104129
764,"GARISSA",15,14726,8666,23392
765,"GARISSA",16,11094,6746,17840
766,"GARISSA",17,10070,6325,16395
767,"GARISSA",18,11875,7939,19814
768,"GARISSA",19,6668,5081,11749
769,"GARISSA","15-19",54433,34757,89190
770,"GARISSA",20,14692,11337,26029
771,"GARISSA",21,5253,4062,9315
772,"GARISSA",22,5948,4909,10857
773,"GARISSA",23,5264,4127,9391
774,"GARISSA",24,4570,3759,8329
775,"GARISSA","20-24",35727,28194,63921
776,"GARISSA",25,9089,7998,17087
777,"GARISSA",26,4001,3363,7364
778,"GARISSA",27,3408,2773,6181
779,"GARISSA",28,4854,4694,9548
780,"GARISSA",29,3442,3270,6712
781,"GARISSA","25-29",24794,22098,46892
782,"GARISSA",30,10137,9441,19578
783,"GARISSA",31,2272,2082,4354
784,"GARISSA",32,3338,3269,6607
785,"GARISSA",33,2141,2088,4229
786,"GARISSA",34,1935,1883,3818
787,"GARISSA","30-34",19823,18763,38586
788,"GARISSA",35,5374,5620,10994
789,"GARISSA",36,2152,2244,4396
790,"GARISSA",37,1672,1784,3456
791,"GARISSA",38,2662,2866,5528
792,"GARISSA",39,1845,1872,3717
793,"GARISSA","35-39",13705,14386,28091
794,"GARISSA",40,7849,6025,13874
795,"GARISSA",41,1564,1428,2992
796,"GARISSA",42,1989,1580,3569
797,"GARISSA",43,1441,1264,2705
798,"GARISSA",44,829,655,1484
799,"GARISSA","40-44",13672,10952,24624
800,"GARISSA",45,4052,2885,6937
801,"GARISSA",46,1022,816,1838
802,"GARISSA",47,953,700,1653
803,"GARISSA",48,1334,1012,2346
804,"GARISSA",49,973,836,1809
805,"GARISSA","45-49",8334,6249,14583
806,"GARISSA",50,4706,3024,7730
807,"GARISSA",51,661,431,1092
808,"GARISSA",52,1268,835,2103
809,"GARISSA",53,596,379,975
810,"GARISSA",54,842,518,1360
811,"GARISSA","50-54",8073,5187,13260
812,"GARISSA",55,1160,786,1946
813,"GARISSA",56,742,526,1268
814,"GARISSA",57,524,353,877
815,"GARISSA",58,725,502,1227
816,"GARISSA",59,682,475,1157
817,"GARISSA","55-59",3833,2642,6475
818,"GARISSA",60,2573,1623,4196
819,"GARISSA",61,430,252,682
820,"GARISSA",62,511,266,777
821,"GARISSA",63,441,272,713
822,"GARISSA",64,301,193,494
823,"GARISSA","60-64",4256,2606,6862
824,"GARISSA",65,787,525,1312
825,"GARISSA",66,281,159,440
826,"GARISSA",67,270,193,463
827,"GARISSA",68,367,191,558
828,"GARISSA",69,357,240,597
829,"GARISSA","65-69",2062,1308,3370
830,"GARISSA",70,1219,732,1951
831,"GARISSA",71,204,173,377
832,"GARISSA",72,220,118,338
833,"GARISSA",73,175,73,248
834,"GARISSA",74,160,92,252
835,"GARISSA","70-74",1978,1188,3166
836,"GARISSA",75,273,166,439
837,"GARISSA",76,118,65,183
838,"GARISSA",77,79,45,124
839,"GARISSA",78,151,78,229
840,"GARISSA",79,153,67,220
841,"GARISSA","75-79",774,421,1195
842,"GARISSA",80,499,361,860
843,"GARISSA",81,80,64,144
844,"GARISSA",82,63,42,105
845,"GARISSA",83,51,27,78
846,"GARISSA",84,77,36,113
847,"GARISSA","80-84",770,530,1300
848,"GARISSA",85,81,70,151
849,"GARISSA",86,37,22,59
850,"GARISSA",87,30,26,56
851,"GARISSA",88,26,22,48
852,"GARISSA",89,48,26,74
853,"GARISSA","85-89",222,166,388
854,"GARISSA",90,107,111,218
855,"GARISSA",91,16,21,37
856,"GARISSA",92,9,9,18
857,"GARISSA",93,9,5,14
858,"GARISSA",94,2,8,10
859,"GARISSA","90-94",143,154,297
860,"GARISSA",95,19,14,33
861,"GARISSA",96,10,10,20
862,"GARISSA",97,3,1,4
863,"GARISSA",98,11,8,19
864,"GARISSA",99,9,5,14
865,"GARISSA","95-99",52,38,90
866,"GARISSA","100+",28,27,55
867,"GARISSA","Not Stated",1,1,2
869,"HOMA BAY","Total",485991,532861,1018852
870,"HOMA BAY",0,12506,12503,25009
871,"HOMA BAY",1,13379,12990,26369
872,"HOMA BAY",2,13964,13881,27845
873,"HOMA BAY",3,14997,15230,30227
874,"HOMA BAY",4,15274,15184,30458
875,"HOMA BAY","0 - 4",70120,69788,139908
876,"HOMA BAY",5,15585,15201,30786
877,"HOMA BAY",6,15319,15789,31108
878,"HOMA BAY",7,14837,15032,29869
879,"HOMA BAY",8,14362,14319,28681
880,"HOMA BAY",9,16147,16197,32344
881,"HOMA BAY","5-9",76250,76538,152788
882,"HOMA BAY",10,17686,17151,34837
883,"HOMA BAY",11,15595,15627,31222
884,"HOMA BAY",12,18227,17524,35751
885,"HOMA BAY",13,17187,17066,34253
886,"HOMA BAY",14,15627,15261,30888
887,"HOMA BAY","10-14",84322,82629,166951
888,"HOMA BAY",15,15414,15125,30539
889,"HOMA BAY",16,13609,13285,26894
890,"HOMA BAY",17,13241,12259,25500
891,"HOMA BAY",18,10459,9679,20138
892,"HOMA BAY",19,10782,10917,21699
893,"HOMA BAY","15-19",63505,61265,124770
894,"HOMA BAY",20,9386,10683,20069
895,"HOMA BAY",21,7931,9029,16960
896,"HOMA BAY",22,6928,8558,15486
897,"HOMA BAY",23,7363,8996,16359
898,"HOMA BAY",24,6445,7584,14029
899,"HOMA BAY","20-24",38053,44850,82903
900,"HOMA BAY",25,7543,8765,16308
901,"HOMA BAY",26,5622,7372,12994
902,"HOMA BAY",27,6032,7989,14021
903,"HOMA BAY",28,4133,5681,9814
904,"HOMA BAY",29,4223,5961,10184
905,"HOMA BAY","25-29",27553,35768,63321
906,"HOMA BAY",30,6472,9640,16112
907,"HOMA BAY",31,4565,6445,11010
908,"HOMA BAY",32,5631,8186,13817
909,"HOMA BAY",33,5044,7117,12161
910,"HOMA BAY",34,4670,5785,10455
911,"HOMA BAY","30-34",26382,37173,63555
912,"HOMA BAY",35,6067,6756,12823
913,"HOMA BAY",36,4425,4336,8761
914,"HOMA BAY",37,4538,4076,8614
915,"HOMA BAY",38,3023,2698,5721
916,"HOMA BAY",39,3808,3547,7355
917,"HOMA BAY","35-39",21861,21413,43274
918,"HOMA BAY",40,4719,5032,9751
919,"HOMA BAY",41,4116,4065,8181
920,"HOMA BAY",42,3674,3968,7642
921,"HOMA BAY",43,3524,4005,7529
922,"HOMA BAY",44,2762,3287,6049
923,"HOMA BAY","40-44",18795,20357,39152
924,"HOMA BAY",45,3788,4747,8535
925,"HOMA BAY",46,2695,3354,6049
926,"HOMA BAY",47,2842,3851,6693
927,"HOMA BAY",48,1625,2009,3634
928,"HOMA BAY",49,1878,2389,4267
929,"HOMA BAY","45-49",12828,16350,29178
930,"HOMA BAY",50,2484,3672,6156
931,"HOMA BAY",51,1951,2659,4610
932,"HOMA BAY",52,1617,2144,3761
933,"HOMA BAY",53,1431,1814,3245
934,"HOMA BAY",54,1780,2052,3832
935,"HOMA BAY","50-54",9263,12341,21604
936,"HOMA BAY",55,2110,2465,4575
937,"HOMA BAY",56,2110,3247,5357
938,"HOMA BAY",57,2123,3634,5757
939,"HOMA BAY",58,1263,1805,3068
940,"HOMA BAY",59,1742,2488,4230
941,"HOMA BAY","55-59",9348,13639,22987
942,"HOMA BAY",60,2250,3597,5847
943,"HOMA BAY",61,1994,2723,4717
944,"HOMA BAY",62,1516,1942,3458
945,"HOMA BAY",63,1566,2097,3663
946,"HOMA BAY",64,1302,1739,3041
947,"HOMA BAY","60-64",8628,12098,20726
948,"HOMA BAY",65,1768,2550,4318
949,"HOMA BAY",66,1202,1672,2874
950,"HOMA BAY",67,1904,2778,4682
951,"HOMA BAY",68,751,1011,1762
952,"HOMA BAY",69,1252,1803,3055
953,"HOMA BAY","65-69",6877,9814,16691
954,"HOMA BAY",70,1790,3094,4884
955,"HOMA BAY",71,1271,1514,2785
956,"HOMA BAY",72,1008,1227,2235
957,"HOMA BAY",73,803,1020,1823
958,"HOMA BAY",74,771,1218,1989
959,"HOMA BAY","70-74",5643,8073,13716
960,"HOMA BAY",75,668,1087,1755
961,"HOMA BAY",76,486,727,1213
962,"HOMA BAY",77,757,1091,1848
963,"HOMA BAY",78,331,523,854
964,"HOMA BAY",79,474,1049,1523
965,"HOMA BAY","75-79",2716,4477,7193
966,"HOMA BAY",80,574,1223,1797
967,"HOMA BAY",81,418,670,1088
968,"HOMA BAY",82,343,396,739
969,"HOMA BAY",83,413,518,931
970,"HOMA BAY",84,305,550,855
971,"HOMA BAY","80-84",2053,3357,5410
972,"HOMA BAY",85,258,455,713
973,"HOMA BAY",86,239,323,562
974,"HOMA BAY",87,295,451,746
975,"HOMA BAY",88,114,179,293
976,"HOMA BAY",89,227,497,724
977,"HOMA BAY","85-89",1133,1905,3038
978,"HOMA BAY",90,142,273,415
979,"HOMA BAY",91,109,129,238
980,"HOMA BAY",92,65,74,139
981,"HOMA BAY",93,47,79,126
982,"HOMA BAY",94,45,65,110
983,"HOMA BAY","90-94",408,620,1028
984,"HOMA BAY",95,49,80,129
985,"HOMA BAY",96,36,52,88
986,"HOMA BAY",97,41,46,87
987,"HOMA BAY",98,22,37,59
988,"HOMA BAY",99,32,71,103
989,"HOMA BAY","95-99",180,286,466
990,"HOMA BAY","100+",71,114,185
991,"HOMA BAY","Not Stated",2,6,8
993,"ISIOLO","Total",76435,65894,142329
994,"ISIOLO",0,1794,1749,3543
995,"ISIOLO",1,1790,1754,3544
996,"ISIOLO",2,2709,2638,5347
997,"ISIOLO",3,2505,2479,4984
998,"ISIOLO",4,2711,2633,5344
999,"ISIOLO","0 - 4",11509,11253,22762
1000,"ISIOLO",5,2684,2462,5146
1001,"ISIOLO",6,2704,2564,5268
1002,"ISIOLO",7,2275,2165,4440
1003,"ISIOLO",8,2711,2549,5260
1004,"ISIOLO",9,2010,1830,3840
1005,"ISIOLO","5-9",12384,11570,23954
1006,"ISIOLO",10,3430,3021,6451
1007,"ISIOLO",11,1715,1643,3358
1008,"ISIOLO",12,2786,2148,4934
1009,"ISIOLO",13,2059,1716,3775
1010,"ISIOLO",14,2177,1662,3839
1011,"ISIOLO","10-14",12167,10190,22357
1012,"ISIOLO",15,2681,1883,4564
1013,"ISIOLO",16,1989,1469,3458
1014,"ISIOLO",17,2153,1486,3639
1015,"ISIOLO",18,1853,1345,3198
1016,"ISIOLO",19,1005,837,1842
1017,"ISIOLO","15-19",9681,7020,16701
1018,"ISIOLO",20,2249,1876,4125
1019,"ISIOLO",21,957,862,1819
1020,"ISIOLO",22,1193,1157,2350
1021,"ISIOLO",23,1094,936,2030
1022,"ISIOLO",24,951,806,1757
1023,"ISIOLO","20-24",6444,5637,12081
1024,"ISIOLO",25,1717,1448,3165
1025,"ISIOLO",26,918,872,1790
1026,"ISIOLO",27,903,792,1695
1027,"ISIOLO",28,1010,872,1882
1028,"ISIOLO",29,748,625,1373
1029,"ISIOLO","25-29",5296,4609,9905
1030,"ISIOLO",30,1987,1584,3571
1031,"ISIOLO",31,693,704,1397
1032,"ISIOLO",32,899,819,1718
1033,"ISIOLO",33,616,600,1216
1034,"ISIOLO",34,597,569,1166
1035,"ISIOLO","30-34",4792,4276,9068
1036,"ISIOLO",35,1296,1141,2437
1037,"ISIOLO",36,583,508,1091
1038,"ISIOLO",37,475,352,827
1039,"ISIOLO",38,515,411,926
1040,"ISIOLO",39,342,273,615
1041,"ISIOLO","35-39",3211,2685,5896
1042,"ISIOLO",40,1364,895,2259
1043,"ISIOLO",41,549,534,1083
1044,"ISIOLO",42,429,288,717
1045,"ISIOLO",43,306,203,509
1046,"ISIOLO",44,168,126,294
1047,"ISIOLO","40-44",2816,2046,4862
1048,"ISIOLO",45,759,586,1345
1049,"ISIOLO",46,353,314,667
1050,"ISIOLO",47,243,230,473
1051,"ISIOLO",48,263,209,472
1052,"ISIOLO",49,239,152,391
1053,"ISIOLO","45-49",1857,1491,3348
1054,"ISIOLO",50,758,574,1332
1055,"ISIOLO",51,162,129,291
1056,"ISIOLO",52,227,187,414
1057,"ISIOLO",53,180,117,297
1058,"ISIOLO",54,236,182,418
1059,"ISIOLO","50-54",1563,1189,2752
1060,"ISIOLO",55,299,199,498
1061,"ISIOLO",56,250,188,438
1062,"ISIOLO",57,163,183,346
1063,"ISIOLO",58,189,195,384
1064,"ISIOLO",59,215,239,454
1065,"ISIOLO","55-59",1116,1004,2120
1066,"ISIOLO",60,625,434,1059
1067,"ISIOLO",61,170,178,348
1068,"ISIOLO",62,191,112,303
1069,"ISIOLO",63,190,138,328
1070,"ISIOLO",64,138,104,242
1071,"ISIOLO","60-64",1314,966,2280
1072,"ISIOLO",65,223,204,427
1073,"ISIOLO",66,101,95,196
1074,"ISIOLO",67,145,114,259
1075,"ISIOLO",68,117,76,193
1076,"ISIOLO",69,152,107,259
1077,"ISIOLO","65-69",738,596,1334
1078,"ISIOLO",70,409,305,714
1079,"ISIOLO",71,93,122,215
1080,"ISIOLO",72,79,64,143
1081,"ISIOLO",73,75,52,127
1082,"ISIOLO",74,81,54,135
1083,"ISIOLO","70-74",737,597,1334
1084,"ISIOLO",75,101,92,193
1085,"ISIOLO",76,51,54,105
1086,"ISIOLO",77,49,26,75
1087,"ISIOLO",78,60,36,96
1088,"ISIOLO",79,74,58,132
1089,"ISIOLO","75-79",335,266,601
1090,"ISIOLO",80,138,128,266
1091,"ISIOLO",81,34,69,103
1092,"ISIOLO",82,40,15,55
1093,"ISIOLO",83,21,22,43
1094,"ISIOLO",84,24,26,50
1095,"ISIOLO","80-84",257,260,517
1096,"ISIOLO",85,36,40,76
1097,"ISIOLO",86,14,11,25
1098,"ISIOLO",87,20,16,36
1099,"ISIOLO",88,17,8,25
1100,"ISIOLO",89,36,35,71
1101,"ISIOLO","85-89",123,110,233
1102,"ISIOLO",90,27,42,69
1103,"ISIOLO",91,10,14,24
1104,"ISIOLO",92,10,8,18
1105,"ISIOLO",93,4,6,10
1106,"ISIOLO",94,6,5,11
1107,"ISIOLO","90-94",57,75,132
1108,"ISIOLO",95,8,13,21
1109,"ISIOLO",96,3,5,8
1110,"ISIOLO",97,6,3,9
1111,"ISIOLO",98,3,3,6
1112,"ISIOLO",99,7,9,16
1113,"ISIOLO","95-99",27,33,60
1114,"ISIOLO","100+",11,21,32
1115,"ISIOLO","Not Stated","-","-","-"
1117,"KAJIADO","Total",250233,244970,495203
1118,"KAJIADO",0,6560,6510,13070
1119,"KAJIADO",1,7917,7569,15486
1120,"KAJIADO",2,8331,7992,16323
1121,"KAJIADO",3,9001,8678,17679
1122,"KAJIADO",4,8931,8793,17724
1123,"KAJIADO","0 - 4",40740,39542,80282
1124,"KAJIADO",5,9084,8633,17717
1125,"KAJIADO",6,8838,8777,17615
1126,"KAJIADO",7,7757,7934,15691
1127,"KAJIADO",8,8013,7690,15703
1128,"KAJIADO",9,7175,6740,13915
1129,"KAJIADO","5-9",40867,39774,80641
1130,"KAJIADO",10,8967,8593,17560
1131,"KAJIADO",11,5942,6228,12170
1132,"KAJIADO",12,7928,7670,15598
1133,"KAJIADO",13,6906,7105,14011
1134,"KAJIADO",14,6279,6421,12700
1135,"KAJIADO","10-14",36022,36017,72039
1136,"KAJIADO",15,6610,6098,12708
1137,"KAJIADO",16,5352,5146,10498
1138,"KAJIADO",17,5258,4618,9876
1139,"KAJIADO",18,4281,4299,8580
1140,"KAJIADO",19,4633,4448,9081
1141,"KAJIADO","15-19",26134,24609,50743
1142,"KAJIADO",20,4918,5296,10214
1143,"KAJIADO",21,4028,3928,7956
1144,"KAJIADO",22,3978,4172,8150
1145,"KAJIADO",23,4033,4234,8267
1146,"KAJIADO",24,3832,3734,7566
1147,"KAJIADO","20-24",20789,21364,42153
1148,"KAJIADO",25,4722,4789,9511
1149,"KAJIADO",26,3328,3618,6946
1150,"KAJIADO",27,3645,3647,7292
1151,"KAJIADO",28,3039,3183,6222
1152,"KAJIADO",29,3018,3036,6054
1153,"KAJIADO","25-29",17752,18273,36025
1154,"KAJIADO",30,4769,4955,9724
1155,"KAJIADO",31,2598,2961,5559
1156,"KAJIADO",32,3549,3721,7270
1157,"KAJIADO",33,2733,2665,5398
1158,"KAJIADO",34,2533,2142,4675
1159,"KAJIADO","30-34",16182,16444,32626
1160,"KAJIADO",35,4311,3779,8090
1161,"KAJIADO",36,2221,1876,4097
1162,"KAJIADO",37,2262,1663,3925
1163,"KAJIADO",38,1900,1322,3222
1164,"KAJIADO",39,1652,1254,2906
1165,"KAJIADO","35-39",12346,9894,22240
1166,"KAJIADO",40,2852,2486,5338
1167,"KAJIADO",41,2017,2043,4060
1168,"KAJIADO",42,2075,2258,4333
1169,"KAJIADO",43,1460,1389,2849
1170,"KAJIADO",44,1028,883,1911
1171,"KAJIADO","40-44",9432,9059,18491
1172,"KAJIADO",45,3081,2813,5894
1173,"KAJIADO",46,1730,1725,3455
1174,"KAJIADO",47,1656,1410,3066
1175,"KAJIADO",48,1109,933,2042
1176,"KAJIADO",49,1155,1026,2181
1177,"KAJIADO","45-49",8731,7907,16638
1178,"KAJIADO",50,2056,1909,3965
1179,"KAJIADO",51,1422,1482,2904
1180,"KAJIADO",52,1182,1023,2205
1181,"KAJIADO",53,764,639,1403
1182,"KAJIADO",54,1073,1160,2233
1183,"KAJIADO","50-54",6497,6213,12710
1184,"KAJIADO",55,1140,1148,2288
1185,"KAJIADO",56,966,964,1930
1186,"KAJIADO",57,719,766,1485
1187,"KAJIADO",58,671,629,1300
1188,"KAJIADO",59,777,1029,1806
1189,"KAJIADO","55-59",4273,4536,8809
1190,"KAJIADO",60,1322,1399,2721
1191,"KAJIADO",61,660,785,1445
1192,"KAJIADO",62,601,637,1238
1193,"KAJIADO",63,603,696,1299
1194,"KAJIADO",64,463,387,850
1195,"KAJIADO","60-64",3649,3904,7553
1196,"KAJIADO",65,828,833,1661
1197,"KAJIADO",66,337,340,677
1198,"KAJIADO",67,513,465,978
1199,"KAJIADO",68,301,277,578
1200,"KAJIADO",69,376,513,889
1201,"KAJIADO","65-69",2355,2428,4783
1202,"KAJIADO",70,846,901,1747
1203,"KAJIADO",71,367,425,792
1204,"KAJIADO",72,288,266,554
1205,"KAJIADO",73,224,230,454
1206,"KAJIADO",74,254,287,541
1207,"KAJIADO","70-74",1979,2109,4088
1208,"KAJIADO",75,307,330,637
1209,"KAJIADO",76,211,171,382
1210,"KAJIADO",77,186,177,363
1211,"KAJIADO",78,132,115,247
1212,"KAJIADO",79,236,291,527
1213,"KAJIADO","75-79",1072,1084,2156
1214,"KAJIADO",80,309,412,721
1215,"KAJIADO",81,114,135,249
1216,"KAJIADO",82,93,75,168
1217,"KAJIADO",83,75,100,175
1218,"KAJIADO",84,73,117,190
1219,"KAJIADO","80-84",664,839,1503
1220,"KAJIADO",85,123,137,260
1221,"KAJIADO",86,69,70,139
1222,"KAJIADO",87,63,59,122
1223,"KAJIADO",88,32,40,72
1224,"KAJIADO",89,98,134,232
1225,"KAJIADO","85-89",385,440,825
1226,"KAJIADO",90,93,128,221
1227,"KAJIADO",91,36,37,73
1228,"KAJIADO",92,19,30,49
1229,"KAJIADO",93,19,23,42
1230,"KAJIADO",94,19,22,41
1231,"KAJIADO","90-94",186,240,426
1232,"KAJIADO",95,47,65,112
1233,"KAJIADO",96,16,24,40
1234,"KAJIADO",97,14,21,35
1235,"KAJIADO",98,14,21,35
1236,"KAJIADO",99,23,31,54
1237,"KAJIADO","95-99",114,162,276
1238,"KAJIADO","100+",61,131,192
1239,"KAJIADO","Not Stated",3,1,4
1241,"KAKAMEGA","Total",806682,875526,1682208
1242,"KAKAMEGA",0,18699,18920,37619
1243,"KAKAMEGA",1,19338,19787,39125
1244,"KAKAMEGA",2,19900,20095,39995
1245,"KAKAMEGA",3,21230,21772,43002
1246,"KAKAMEGA",4,22613,22367,44980
1247,"KAKAMEGA","0 - 4",101780,102941,204721
1248,"KAKAMEGA",5,23782,23336,47118
1249,"KAKAMEGA",6,24649,24889,49538
1250,"KAKAMEGA",7,24704,24485,49189
1251,"KAKAMEGA",8,23382,24147,47529
1252,"KAKAMEGA",9,26954,26787,53741
1253,"KAKAMEGA","5-9",123471,123644,247115
1254,"KAKAMEGA",10,27500,27104,54604
1255,"KAKAMEGA",11,25196,26245,51441
1256,"KAKAMEGA",12,28508,27932,56440
1257,"KAKAMEGA",13,27375,28194,55569
1258,"KAKAMEGA",14,25627,25808,51435
1259,"KAKAMEGA","10-14",134206,135283,269489
1260,"KAKAMEGA",15,25124,25411,50535
1261,"KAKAMEGA",16,23326,23472,46798
1262,"KAKAMEGA",17,23774,22808,46582
1263,"KAKAMEGA",18,19179,17641,36820
1264,"KAKAMEGA",19,18990,18472,37462
1265,"KAKAMEGA","15-19",110393,107804,218197
1266,"KAKAMEGA",20,16021,16797,32818
1267,"KAKAMEGA",21,12946,13857,26803
1268,"KAKAMEGA",22,11407,12573,23980
1269,"KAKAMEGA",23,10828,13119,23947
1270,"KAKAMEGA",24,9168,11515,20683
1271,"KAKAMEGA","20-24",60370,67861,128231
1272,"KAKAMEGA",25,10131,12483,22614
1273,"KAKAMEGA",26,8333,11289,19622
1274,"KAKAMEGA",27,8766,11493,20259
1275,"KAKAMEGA",28,6950,9120,16070
1276,"KAKAMEGA",29,7639,10270,17909
1277,"KAKAMEGA","25-29",41819,54655,96474
1278,"KAKAMEGA",30,9605,13505,23110
1279,"KAKAMEGA",31,7946,10479,18425
1280,"KAKAMEGA",32,9681,13147,22828
1281,"KAKAMEGA",33,8293,11306,19599
1282,"KAKAMEGA",34,7623,9365,16988
1283,"KAKAMEGA","30-34",43148,57802,100950
1284,"KAKAMEGA",35,8918,10181,19099
1285,"KAKAMEGA",36,7028,7484,14512
1286,"KAKAMEGA",37,7627,7444,15071
1287,"KAKAMEGA",38,5567,5695,11262
1288,"KAKAMEGA",39,6405,6618,13023
1289,"KAKAMEGA","35-39",35545,37422,72967
1290,"KAKAMEGA",40,7276,8240,15516
1291,"KAKAMEGA",41,7000,7975,14975
1292,"KAKAMEGA",42,7151,8057,15208
1293,"KAKAMEGA",43,6532,7769,14301
1294,"KAKAMEGA",44,5438,6232,11670
1295,"KAKAMEGA","40-44",33397,38273,71670
1296,"KAKAMEGA",45,7011,8137,15148
1297,"KAKAMEGA",46,5462,6155,11617
1298,"KAKAMEGA",47,5821,6342,12163
1299,"KAKAMEGA",48,4075,4434,8509
1300,"KAKAMEGA",49,4596,5196,9792
1301,"KAKAMEGA","45-49",26965,30264,57229
1302,"KAKAMEGA",50,5456,7261,12717
1303,"KAKAMEGA",51,4897,6131,11028
1304,"KAKAMEGA",52,4050,4726,8776
1305,"KAKAMEGA",53,3558,4553,8111
1306,"KAKAMEGA",54,3852,4426,8278
1307,"KAKAMEGA","50-54",21813,27097,48910
1308,"KAKAMEGA",55,4301,4838,9139
1309,"KAKAMEGA",56,4213,5052,9265
1310,"KAKAMEGA",57,4442,6457,10899
1311,"KAKAMEGA",58,3246,3915,7161
1312,"KAKAMEGA",59,4226,5087,9313
1313,"KAKAMEGA","55-59",20428,25349,45777
1314,"KAKAMEGA",60,4372,5534,9906
1315,"KAKAMEGA",61,3868,4600,8468
1316,"KAKAMEGA",62,3307,3769,7076
1317,"KAKAMEGA",63,3516,4360,7876
1318,"KAKAMEGA",64,2809,3245,6054
1319,"KAKAMEGA","60-64",17872,21508,39380
1320,"KAKAMEGA",65,3548,4308,7856
1321,"KAKAMEGA",66,2417,2879,5296
1322,"KAKAMEGA",67,3397,4298,7695
1323,"KAKAMEGA",68,1610,1743,3353
1324,"KAKAMEGA",69,2487,2998,5485
1325,"KAKAMEGA","65-69",13459,16226,29685
1326,"KAKAMEGA",70,2932,3739,6671
1327,"KAKAMEGA",71,2046,2396,4442
1328,"KAKAMEGA",72,1814,1884,3698
1329,"KAKAMEGA",73,1646,1806,3452
1330,"KAKAMEGA",74,1440,1790,3230
1331,"KAKAMEGA","70-74",9878,11615,21493
1332,"KAKAMEGA",75,1313,1835,3148
1333,"KAKAMEGA",76,1347,2215,3562
1334,"KAKAMEGA",77,1176,1774,2950
1335,"KAKAMEGA",78,682,838,1520
1336,"KAKAMEGA",79,836,1367,2203
1337,"KAKAMEGA","75-79",5354,8029,13383
